State,ST,Sector,EISSector,Pollutant,e2022,e2026,e2032,e2038
Wyoming,WY,np_oilgas,Nonpoint Oil and Gas,VOC,8571.11,6070.74,5405.84,5740.61
Alabama,AL,np_solvents,Solvents,VOC,43118.73,44053.52,45576.69,46882.29
Alaska,AK,np_solvents,Solvents,VOC,10392.92,10629.61,10880.55,11058.38
Arizona,AZ,np_solvents,Solvents,VOC,55766.46,58914.49,64414.42,69930.72
Arkansas,AR,np_solvents,Solvents,VOC,32530.45,33566.14,35149.71,36575.54
California,CA,np_solvents,Solvents,VOC,194400.92,197438.98,208437.97,220369.61
Colorado,CO,np_solvents,Solvents,VOC,40732.51,42719.87,45633.51,48357.13
Connecticut,CT,np_solvents,Solvents,VOC,22724.39,22992.07,23563.91,24095
Delaware,DE,np_solvents,Solvents,VOC,4436.29,4533.67,4791.45,5048.09
District of Columbia,DC,np_solvents,Solvents,VOC,4035.58,4149.09,4312.99,4455.55
Florida,FL,np_solvents,Solvents,VOC,163459.28,172092.31,185445.02,198498.51
Georgia,GA,np_solvents,Solvents,VOC,90633.03,94739.21,101144.18,107291.6
Hawaii,HI,np_solvents,Solvents,VOC,10385.79,10425.32,10505.87,10585.24
Idaho,ID,np_solvents,Solvents,VOC,22030.34,22952.11,24382.21,25777.68
Illinois,IL,np_solvents,Solvents,VOC,111119.21,112968.43,115503.72,117403.13
Indiana,IN,np_solvents,Solvents,VOC,73195.97,74435.67,76463.56,78172.66
Iowa,IA,np_solvents,Solvents,VOC,43564.13,44297.72,45535.64,46478.28
Kansas,KS,np_solvents,Solvents,VOC,37473.78,38411.51,39864.07,41019.44
Kentucky,KY,np_solvents,Solvents,VOC,40821.54,41859.51,43488.37,44906.87
Louisiana,LA,np_solvents,Solvents,VOC,39915.45,40963.05,42470.96,43760.05
Maine,ME,np_solvents,Solvents,VOC,9191.35,9354.3,9677.71,9989.81
Maryland,MD,np_solvents,Solvents,VOC,37078.11,38424.44,40487.12,42368.53
Massachusetts,MA,np_solvents,Solvents,VOC,39196.14,39561.61,40535.25,41412.74
Michigan,MI,np_solvents,Solvents,VOC,95236.72,96052.7,97590.72,98728.37
Minnesota,MN,np_solvents,Solvents,VOC,69146.21,71022.84,73921.89,76442.66
Mississippi,MS,np_solvents,Solvents,VOC,28683.13,29275.04,30408.86,31390.26
Missouri,MO,np_solvents,Solvents,VOC,68763.82,70283.74,72552.63,74451.07
Montana,MT,np_solvents,Solvents,VOC,13904.38,14401.14,15046.84,15610.54
Nebraska,NE,np_solvents,Solvents,VOC,28105.28,28805.51,29918.95,30812.25
Nevada,NV,np_solvents,Solvents,VOC,24866.49,26299.81,28549.77,30771.06
New Hampshire,NH,np_solvents,Solvents,VOC,9361.71,9591.42,9986.19,10349.95
New Jersey,NJ,np_solvents,Solvents,VOC,58543,58620.46,60110.61,61644.33
New Mexico,NM,np_solvents,Solvents,VOC,17395.61,18238.97,19470.13,20622.03
New York,NY,np_solvents,Solvents,VOC,112738.86,114056.79,116386.24,118198.85
North Carolina,NC,np_solvents,Solvents,VOC,87371.14,91303.52,97808.23,104428.07
North Dakota,ND,np_solvents,Solvents,VOC,17144.58,17673.52,18513.32,19211.95
Ohio,OH,np_solvents,Solvents,VOC,97161.96,98285.3,100031.95,101426.03
Oklahoma,OK,np_solvents,Solvents,VOC,38740.43,39920.12,41613.23,43111.2
Oregon,OR,np_solvents,Solvents,VOC,39131.41,40587.21,42984.43,45211.75
Pennsylvania,PA,np_solvents,Solvents,VOC,83331.5,84340.36,86068.69,87461.77
Puerto Rico,PR,np_solvents,Solvents,VOC,22174.84,22247.25,22317.53,22368.43
Rhode Island,RI,np_solvents,Solvents,VOC,6667.83,6744.84,6881.84,6990.19
South Carolina,SC,np_solvents,Solvents,VOC,43919.62,45739.52,48557,51250.95
South Dakota,SD,np_solvents,Solvents,VOC,16751.94,17191.95,17874.26,18421.67
Tennessee,TN,np_solvents,Solvents,VOC,68516.01,70719.68,74530.83,78011.82
Texas,TX,np_solvents,Solvents,VOC,220047.61,231507.85,250521.56,269550.79
Tribal Data,TRIBAL ,np_solvents,Solvents,VOC,614.08,614.08,614.08,614.08
Utah,UT,np_solvents,Solvents,VOC,13329.47,14035.73,15125.64,16155.45
Vermont,VT,np_solvents,Solvents,VOC,4881.45,5002.41,5205.47,5389.98
Virgin Islands,USVI,np_solvents,Solvents,VOC,772.02,775.77,777.98,778.84
Virginia,VA,np_solvents,Solvents,VOC,65846.15,68026.08,72212.58,76396.71
Washington,WA,np_solvents,Solvents,VOC,70233.5,73356.05,78350.78,83086.49
West Virginia,WV,np_solvents,Solvents,VOC,11676.58,11873.67,12104.58,12284.7
Wisconsin,WI,np_solvents,Solvents,VOC,67118.92,69187.23,71458.25,73510.81
Wyoming,WY,np_solvents,Solvents,VOC,6453.65,6715.67,7072.47,7384.27
Alabama,AL,onroad,Onroad Mobile,VOC,26056.52,19845.62,15590.28,12840.51
Alaska,AK,onroad,Onroad Mobile,VOC,3058.23,3058.23,3058.23,3058.23
Arizona,AZ,onroad,Onroad Mobile,VOC,31261.58,24929.94,20227.12,16117.11
Arkansas,AR,onroad,Onroad Mobile,VOC,11425.83,8920.84,7375.73,6022.53
California,CA,onroad,Onroad Mobile,VOC,61925.84,52068.8,41811.31,33281.03
Colorado,CO,onroad,Onroad Mobile,VOC,20444.96,16279.12,13663.96,11073.72
Connecticut,CT,onroad,Onroad Mobile,VOC,8341.63,7016.64,6167.13,5151.42
Delaware,DE,onroad,Onroad Mobile,VOC,2527.26,2283.02,1986.42,1644.95
District of Columbia,DC,onroad,Onroad Mobile,VOC,870.26,842,716.71,589.28
Florida,FL,onroad,Onroad Mobile,VOC,59480.29,50321.41,43745.89,35533.42
Georgia,GA,onroad,Onroad Mobile,VOC,45411.22,34301.15,26522.71,21674.66
Hawaii,HI,onroad,Onroad Mobile,VOC,4384.44,4384.44,4384.44,4384.44
Idaho,ID,onroad,Onroad Mobile,VOC,8055.74,6179.41,5037.32,3954.55
Illinois,IL,onroad,Onroad Mobile,VOC,32310.11,27040.78,23025.35,18852.01
Indiana,IN,onroad,Onroad Mobile,VOC,26744.55,21246.1,17684.14,14701.37
Iowa,IA,onroad,Onroad Mobile,VOC,13855.8,10599.23,8569.83,7071.6
Kansas,KS,onroad,Onroad Mobile,VOC,12434.54,9586.9,7779.11,6377.95
Kentucky,KY,onroad,Onroad Mobile,VOC,17025.03,13429.56,11004.85,9011.9
Louisiana,LA,onroad,Onroad Mobile,VOC,15965.91,13093.33,10793.45,8861.33
Maine,ME,onroad,Onroad Mobile,VOC,3611.41,3091.25,2700.86,2260.07
Maryland,MD,onroad,Onroad Mobile,VOC,14371.24,11847.53,10135.37,8286.74
Massachusetts,MA,onroad,Onroad Mobile,VOC,14048.21,11991.63,10337.49,8450.49
Michigan,MI,onroad,Onroad Mobile,VOC,28172.92,23097.45,19735.93,16350.92
Minnesota,MN,onroad,Onroad Mobile,VOC,19248.91,15942.17,13448,11062.71
Mississippi,MS,onroad,Onroad Mobile,VOC,10982.78,8789.25,7337.08,5953.35
Missouri,MO,onroad,Onroad Mobile,VOC,26616.46,20536.94,16434.74,13437.47
Montana,MT,onroad,Onroad Mobile,VOC,9034.26,6750.24,5408.32,4330.83
Nebraska,NE,onroad,Onroad Mobile,VOC,9554.36,7150.48,5704.98,4642.9
Nevada,NV,onroad,Onroad Mobile,VOC,9685.67,7188.47,6152.35,4975.96
New Hampshire,NH,onroad,Onroad Mobile,VOC,4485.54,3652.53,3124.49,2608.23
New Jersey,NJ,onroad,Onroad Mobile,VOC,15223.12,13990.05,12033.24,9648.72
New Mexico,NM,onroad,Onroad Mobile,VOC,10152.76,7948.18,6543.29,5295.06
New York,NY,onroad,Onroad Mobile,VOC,26791.03,24468.25,21549.45,17861.56
North Carolina,NC,onroad,Onroad Mobile,VOC,42002.15,30874.21,24476.56,20228.61
North Dakota,ND,onroad,Onroad Mobile,VOC,3895.04,3126.46,2565.71,2090.18
Ohio,OH,onroad,Onroad Mobile,VOC,35746.49,28402.85,23679.35,19522.21
Oklahoma,OK,onroad,Onroad Mobile,VOC,17984.14,13902.15,11308.15,9197.72
Oregon,OR,onroad,Onroad Mobile,VOC,23170.19,16852.84,13493.39,10866.84
Pennsylvania,PA,onroad,Onroad Mobile,VOC,40318.85,30793.73,25173.58,20839.77
Rhode Island,RI,onroad,Onroad Mobile,VOC,2277.83,1901.24,1619.43,1303.2
South Carolina,SC,onroad,Onroad Mobile,VOC,21744.74,17089.83,14084.2,11536.35
South Dakota,SD,onroad,Onroad Mobile,VOC,4747.38,3783.25,3112.7,2571.2
Tennessee,TN,onroad,Onroad Mobile,VOC,26616.39,21308.97,17771.17,14620.1
Texas,TX,onroad,Onroad Mobile,VOC,71159.25,57829.08,48263.14,38565.18
Utah,UT,onroad,Onroad Mobile,VOC,12216.69,9815.65,8344.55,6861.53
Vermont,VT,onroad,Onroad Mobile,VOC,1794.12,1545.44,1361.29,1136.78
Virginia,VA,onroad,Onroad Mobile,VOC,26639.45,21343.15,17949.32,14461.87
Washington,WA,onroad,Onroad Mobile,VOC,26076.82,21008.35,17699.21,14412.95
West Virginia,WV,onroad,Onroad Mobile,VOC,5465.19,4311.05,3562.19,2908.71
Wisconsin,WI,onroad,Onroad Mobile,VOC,20300.12,17400.32,14843.06,12539.92
Wyoming,WY,onroad,Onroad Mobile,VOC,3835.23,2915.16,2363.25,1866.86
Alabama,AL,openburn,Open Burning,VOC,3804.56,3804.56,3804.56,3804.56
Alaska,AK,openburn,Open Burning,VOC,484.62,484.62,484.62,484.62
Arizona,AZ,openburn,Open Burning,VOC,590.41,590.41,590.41,590.41
Arkansas,AR,openburn,Open Burning,VOC,2054.93,2054.93,2054.93,2054.93
California,CA,openburn,Open Burning,VOC,5997.64,5997.64,5997.64,5997.64
Colorado,CO,openburn,Open Burning,VOC,262.1,262.1,262.1,262.1
Connecticut,CT,openburn,Open Burning,VOC,14.14,14.14,14.14,14.14
Delaware,DE,openburn,Open Burning,VOC,33.92,33.92,33.92,33.92
District of Columbia,DC,openburn,Open Burning,VOC,0,0,0,0
Florida,FL,openburn,Open Burning,VOC,7440.91,7440.91,7440.91,7440.91
Georgia,GA,openburn,Open Burning,VOC,11991.88,11991.88,11991.88,11991.88
Hawaii,HI,openburn,Open Burning,VOC,448.96,448.96,448.96,448.96
Idaho,ID,openburn,Open Burning,VOC,145.83,145.83,145.83,145.83
Illinois,IL,openburn,Open Burning,VOC,1216.97,1216.97,1216.97,1216.97
Indiana,IN,openburn,Open Burning,VOC,2374.42,2374.42,2374.42,2374.42
Iowa,IA,openburn,Open Burning,VOC,942.28,942.28,942.28,942.28
Kansas,KS,openburn,Open Burning,VOC,815.91,815.91,815.91,815.91
Kentucky,KY,openburn,Open Burning,VOC,2052.48,2052.48,2052.48,2052.48
Louisiana,LA,openburn,Open Burning,VOC,2206.9,2206.9,2206.9,2206.9
Maine,ME,openburn,Open Burning,VOC,1236.83,1236.83,1236.83,1236.83
Maryland,MD,openburn,Open Burning,VOC,2034.08,2034.08,2034.08,2034.08
Massachusetts,MA,openburn,Open Burning,VOC,1539.6,1539.6,1539.6,1539.6
Michigan,MI,openburn,Open Burning,VOC,3433.86,3433.86,3433.86,3433.86
Minnesota,MN,openburn,Open Burning,VOC,1919.36,1919.36,1919.36,1919.36
Mississippi,MS,openburn,Open Burning,VOC,2040.98,2040.98,2040.98,2040.98
Missouri,MO,openburn,Open Burning,VOC,2951.87,2951.87,2951.87,2951.87
Montana,MT,openburn,Open Burning,VOC,492.28,492.28,492.28,492.28
Nebraska,NE,openburn,Open Burning,VOC,394.01,394.01,394.01,394.01
Nevada,NV,openburn,Open Burning,VOC,385.89,385.89,385.89,385.89
New Hampshire,NH,openburn,Open Burning,VOC,1143.46,1143.46,1143.46,1143.46
New Jersey,NJ,openburn,Open Burning,VOC,22.18,22.18,22.18,22.18
New Mexico,NM,openburn,Open Burning,VOC,439.46,439.46,439.46,439.46
New York,NY,openburn,Open Burning,VOC,4079.39,4079.39,4079.39,4079.39
North Carolina,NC,openburn,Open Burning,VOC,2657.02,2657.02,2657.02,2657.02
North Dakota,ND,openburn,Open Burning,VOC,140.84,140.84,140.84,140.84
Ohio,OH,openburn,Open Burning,VOC,3585.55,3585.55,3585.55,3585.55
Oklahoma,OK,openburn,Open Burning,VOC,1382.04,1382.04,1382.04,1382.04
Oregon,OR,openburn,Open Burning,VOC,1976.32,1976.32,1976.32,1976.32
Pennsylvania,PA,openburn,Open Burning,VOC,5810.03,5810.03,5810.03,5810.03
Puerto Rico,PR,openburn,Open Burning,VOC,418.14,418.14,418.14,418.14
Rhode Island,RI,openburn,Open Burning,VOC,414.15,414.15,414.15,414.15
South Carolina,SC,openburn,Open Burning,VOC,3930.81,3930.81,3930.81,3930.81
South Dakota,SD,openburn,Open Burning,VOC,234.66,234.66,234.66,234.66
Tennessee,TN,openburn,Open Burning,VOC,3962.13,3962.13,3962.13,3962.13
Texas,TX,openburn,Open Burning,VOC,8277.76,8277.76,8277.76,8277.76
Tribal Data,TRIBAL ,openburn,Open Burning,VOC,21.98,21.98,21.98,21.98
Utah,UT,openburn,Open Burning,VOC,23.47,23.47,23.47,23.47
Vermont,VT,openburn,Open Burning,VOC,328.63,328.63,328.63,328.63
Virgin Islands,USVI,openburn,Open Burning,VOC,15.11,15.11,15.11,15.11
Virginia,VA,openburn,Open Burning,VOC,3491.8,3491.8,3491.8,3491.8
Washington,WA,openburn,Open Burning,VOC,182.05,182.05,182.05,182.05
West Virginia,WV,openburn,Open Burning,VOC,1265.57,1265.57,1265.57,1265.57
Wisconsin,WI,openburn,Open Burning,VOC,2916.28,2916.28,2916.28,2916.28
Wyoming,WY,openburn,Open Burning,VOC,146.16,146.16,146.16,146.16
Alabama,AL,pt_oilgas,Point Oil and Gas,VOC,1208.97,1218.28,1052.68,1090.79
Alaska,AK,pt_oilgas,Point Oil and Gas,VOC,1729.99,1857.01,2285.21,2337.14
Arizona,AZ,pt_oilgas,Point Oil and Gas,VOC,180.45,158.65,88.13,94.03
Arkansas,AR,pt_oilgas,Point Oil and Gas,VOC,320.24,317.55,311.33,332.99
California,CA,pt_oilgas,Point Oil and Gas,VOC,2430.1,1999.46,1657.72,1475.29
Colorado,CO,pt_oilgas,Point Oil and Gas,VOC,11073.76,11341.83,10681.52,10730.84
Connecticut,CT,pt_oilgas,Point Oil and Gas,VOC,34.9,34.74,36.1,38.69
Delaware,DE,pt_oilgas,Point Oil and Gas,VOC,0.76,0.76,0.76,0.76
Florida,FL,pt_oilgas,Point Oil and Gas,VOC,696.25,637.63,632.28,659.72
Georgia,GA,pt_oilgas,Point Oil and Gas,VOC,525.88,523.44,543.72,581.72
Idaho,ID,pt_oilgas,Point Oil and Gas,VOC,38.23,38.04,39.56,42.39
Illinois,IL,pt_oilgas,Point Oil and Gas,VOC,1038.54,1082.84,1053.83,1084.03
Indiana,IN,pt_oilgas,Point Oil and Gas,VOC,135.87,137.43,140.56,148.87
Iowa,IA,pt_oilgas,Point Oil and Gas,VOC,223.21,220.01,209.37,224.25
Kansas,KS,pt_oilgas,Point Oil and Gas,VOC,3009.08,2729.39,2409.48,2492.74
Kentucky,KY,pt_oilgas,Point Oil and Gas,VOC,1124.83,1087.16,1080.56,1122.18
Louisiana,LA,pt_oilgas,Point Oil and Gas,VOC,8160.2,8445.84,7868.9,8537.04
Maine,ME,pt_oilgas,Point Oil and Gas,VOC,63.57,63.26,65.78,70.49
Maryland,MD,pt_oilgas,Point Oil and Gas,VOC,163.98,162.54,162.45,173.86
Massachusetts,MA,pt_oilgas,Point Oil and Gas,VOC,69.15,68.96,68.74,70.06
Michigan,MI,pt_oilgas,Point Oil and Gas,VOC,989.63,992.58,965.18,983.82
Minnesota,MN,pt_oilgas,Point Oil and Gas,VOC,172.42,169.46,159.19,169.04
Mississippi,MS,pt_oilgas,Point Oil and Gas,VOC,1930.29,1895.73,1765.27,1837.09
Missouri,MO,pt_oilgas,Point Oil and Gas,VOC,91.98,91.24,92.07,98.58
Montana,MT,pt_oilgas,Point Oil and Gas,VOC,1026.94,1089.45,1048.39,1116.38
Nebraska,NE,pt_oilgas,Point Oil and Gas,VOC,265.82,265.17,265.82,282.84
Nevada,NV,pt_oilgas,Point Oil and Gas,VOC,22.27,22.1,22.17,22.29
New Jersey,NJ,pt_oilgas,Point Oil and Gas,VOC,94.25,93.79,97.35,104.32
New Mexico,NM,pt_oilgas,Point Oil and Gas,VOC,63795.98,65572.81,50237.99,51680.91
New York,NY,pt_oilgas,Point Oil and Gas,VOC,255.53,253.64,252.05,269.87
North Carolina,NC,pt_oilgas,Point Oil and Gas,VOC,237.08,234.85,243.83,260.68
North Dakota,ND,pt_oilgas,Point Oil and Gas,VOC,2735.78,2653.02,2257.11,2275.64
Offshore to EEZ,OFFSHORE,pt_oilgas,Point Oil and Gas,VOC,31406,31395.99,31395.99,31395.99
Ohio,OH,pt_oilgas,Point Oil and Gas,VOC,1583.98,1538.49,1429.36,1489.54
Oklahoma,OK,pt_oilgas,Point Oil and Gas,VOC,26112.92,24378.71,19729.87,19987.74
Oregon,OR,pt_oilgas,Point Oil and Gas,VOC,94.06,93.7,94.98,100.25
Pennsylvania,PA,pt_oilgas,Point Oil and Gas,VOC,918.18,859.99,776.69,800.17
Puerto Rico,PR,pt_oilgas,Point Oil and Gas,VOC,0,0,0,0
Rhode Island,RI,pt_oilgas,Point Oil and Gas,VOC,25.39,24.14,16.86,17.78
South Carolina,SC,pt_oilgas,Point Oil and Gas,VOC,120.97,119.1,112.04,119.82
South Dakota,SD,pt_oilgas,Point Oil and Gas,VOC,10.42,10.37,10.78,11.55
Tennessee,TN,pt_oilgas,Point Oil and Gas,VOC,531.79,528.41,542.12,580.13
Texas,TX,pt_oilgas,Point Oil and Gas,VOC,20607.29,21491.61,18658.95,19980.47
Tribal Data,TRIBAL ,pt_oilgas,Point Oil and Gas,VOC,2212.69,2212.69,2212.69,2212.69
Utah,UT,pt_oilgas,Point Oil and Gas,VOC,652.29,749.19,691.22,712.36
Virginia,VA,pt_oilgas,Point Oil and Gas,VOC,427.88,228.55,235.72,252.57
Washington,WA,pt_oilgas,Point Oil and Gas,VOC,55.96,55.69,57.91,62.05
West Virginia,WV,pt_oilgas,Point Oil and Gas,VOC,3263.25,3177.96,2463.37,2587.53
Wisconsin,WI,pt_oilgas,Point Oil and Gas,VOC,204.52,217.48,219.46,223.57
Wyoming,WY,pt_oilgas,Point Oil and Gas,VOC,50751.25,47998.63,35607.81,37019.16
Alabama,AL,ptagfire,Ag Fires,VOC,3406.4,3406.4,3406.4,3406.4
Arizona,AZ,ptagfire,Ag Fires,VOC,1021.57,1021.57,1021.57,1021.57
Arkansas,AR,ptagfire,Ag Fires,VOC,20053.59,20053.59,20053.59,20053.59
California,CA,ptagfire,Ag Fires,VOC,9905.76,9905.76,9905.76,9905.76
Colorado,CO,ptagfire,Ag Fires,VOC,929.38,929.38,929.38,929.38
Delaware,DE,ptagfire,Ag Fires,VOC,71.62,71.62,71.62,71.62
Florida,FL,ptagfire,Ag Fires,VOC,14146.87,14146.87,14146.87,14146.87
Georgia,GA,ptagfire,Ag Fires,VOC,4743.58,4743.58,4743.58,4743.58
Idaho,ID,ptagfire,Ag Fires,VOC,1183.39,1183.39,1183.39,1183.39
Illinois,IL,ptagfire,Ag Fires,VOC,120.83,120.83,120.83,120.83
Indiana,IN,ptagfire,Ag Fires,VOC,59.54,59.54,59.54,59.54
Iowa,IA,ptagfire,Ag Fires,VOC,212.19,212.19,212.19,212.19
Kansas,KS,ptagfire,Ag Fires,VOC,3568.33,3568.33,3568.33,3568.33
Kentucky,KY,ptagfire,Ag Fires,VOC,1514.17,1514.17,1514.17,1514.17
Louisiana,LA,ptagfire,Ag Fires,VOC,9937.78,9937.78,9937.78,9937.78
Maine,ME,ptagfire,Ag Fires,VOC,13.62,13.62,13.62,13.62
Maryland,MD,ptagfire,Ag Fires,VOC,234.13,234.13,234.13,234.13
Massachusetts,MA,ptagfire,Ag Fires,VOC,34.99,34.99,34.99,34.99
Michigan,MI,ptagfire,Ag Fires,VOC,132.48,132.48,132.48,132.48
Minnesota,MN,ptagfire,Ag Fires,VOC,807.05,807.05,807.05,807.05
Mississippi,MS,ptagfire,Ag Fires,VOC,4289.05,4289.05,4289.05,4289.05
Missouri,MO,ptagfire,Ag Fires,VOC,2898.07,2898.07,2898.07,2898.07
Montana,MT,ptagfire,Ag Fires,VOC,1591.58,1591.58,1591.58,1591.58
Nebraska,NE,ptagfire,Ag Fires,VOC,3637.85,3637.85,3637.85,3637.85
Nevada,NV,ptagfire,Ag Fires,VOC,53.66,53.66,53.66,53.66
New Jersey,NJ,ptagfire,Ag Fires,VOC,161.01,161.01,161.01,161.01
New Mexico,NM,ptagfire,Ag Fires,VOC,518.55,518.55,518.55,518.55
New York,NY,ptagfire,Ag Fires,VOC,260.22,260.22,260.22,260.22
North Carolina,NC,ptagfire,Ag Fires,VOC,1735.11,1735.11,1735.11,1735.11
North Dakota,ND,ptagfire,Ag Fires,VOC,5343.65,5343.65,5343.65,5343.65
Ohio,OH,ptagfire,Ag Fires,VOC,22.84,22.84,22.84,22.84
Oklahoma,OK,ptagfire,Ag Fires,VOC,5234.87,5234.87,5234.87,5234.87
Oregon,OR,ptagfire,Ag Fires,VOC,2093.74,2093.74,2093.74,2093.74
Pennsylvania,PA,ptagfire,Ag Fires,VOC,425.14,425.14,425.14,425.14
Rhode Island,RI,ptagfire,Ag Fires,VOC,3.49,3.49,3.49,3.49
South Carolina,SC,ptagfire,Ag Fires,VOC,2895.61,2895.61,2895.61,2895.61
South Dakota,SD,ptagfire,Ag Fires,VOC,1795.63,1795.63,1795.63,1795.63
Tennessee,TN,ptagfire,Ag Fires,VOC,1655.41,1655.41,1655.41,1655.41
Texas,TX,ptagfire,Ag Fires,VOC,14897.15,14897.15,14897.15,14897.15
Utah,UT,ptagfire,Ag Fires,VOC,127.07,127.07,127.07,127.07
Virginia,VA,ptagfire,Ag Fires,VOC,875.04,875.04,875.04,875.04
Washington,WA,ptagfire,Ag Fires,VOC,5199.61,5199.61,5199.61,5199.61
West Virginia,WV,ptagfire,Ag Fires,VOC,26.31,26.31,26.31,26.31
Wisconsin,WI,ptagfire,Ag Fires,VOC,140.41,140.41,140.41,140.41
Wyoming,WY,ptagfire,Ag Fires,VOC,380.6,380.6,380.6,380.6
Alabama,AL,ptegu,Electricity Generation,VOC,1083.64,1094.83,1148.47,943.4
Alaska,AK,ptegu,Electricity Generation,VOC,182.68,182.68,182.68,182.68
Arizona,AZ,ptegu,Electricity Generation,VOC,547.87,665.22,331.65,299.35
Arkansas,AR,ptegu,Electricity Generation,VOC,343.52,380.07,121.96,68.9
California,CA,ptegu,Electricity Generation,VOC,510.44,720.36,3390.62,3089.21
Colorado,CO,ptegu,Electricity Generation,VOC,455.79,454.32,289.83,211.28
Connecticut,CT,ptegu,Electricity Generation,VOC,73.62,104.15,76.48,0
Delaware,DE,ptegu,Electricity Generation,VOC,88.42,71.12,77.11,68.59
District of Columbia,DC,ptegu,Electricity Generation,VOC,0,0,81.92,81.9
Florida,FL,ptegu,Electricity Generation,VOC,1301.32,1297.72,1927.32,1782.02
Georgia,GA,ptegu,Electricity Generation,VOC,1037.15,1127.71,1101.74,844.64
Hawaii,HI,ptegu,Electricity Generation,VOC,140.84,140.84,140.84,140.84
Idaho,ID,ptegu,Electricity Generation,VOC,78.52,112.4,193.39,176.59
Illinois,IL,ptegu,Electricity Generation,VOC,784.12,371.04,434.1,367.74
Indiana,IN,ptegu,Electricity Generation,VOC,1111.25,929.78,857.13,694.2
Iowa,IA,ptegu,Electricity Generation,VOC,255.9,343.93,139.23,47.27
Kansas,KS,ptegu,Electricity Generation,VOC,486.01,438.47,121.89,103.8
Kentucky,KY,ptegu,Electricity Generation,VOC,806.85,785.32,564.8,514.13
Louisiana,LA,ptegu,Electricity Generation,VOC,988.07,955.99,1108.56,854.78
Maine,ME,ptegu,Electricity Generation,VOC,122.15,111.08,84.95,68.57
Maryland,MD,ptegu,Electricity Generation,VOC,252.7,305.9,800.37,634.44
Massachusetts,MA,ptegu,Electricity Generation,VOC,201.4,173.75,406.7,394.16
Michigan,MI,ptegu,Electricity Generation,VOC,964.99,950.2,1372.12,1243.64
Minnesota,MN,ptegu,Electricity Generation,VOC,336.28,275.29,163.96,115.31
Mississippi,MS,ptegu,Electricity Generation,VOC,531,484.69,348,249.81
Missouri,MO,ptegu,Electricity Generation,VOC,1026.08,888.15,362.85,330.58
Montana,MT,ptegu,Electricity Generation,VOC,230.39,254.89,201.4,145.04
Nebraska,NE,ptegu,Electricity Generation,VOC,358.74,411.04,129.4,119.28
Nevada,NV,ptegu,Electricity Generation,VOC,531.18,496.29,474.16,448.55
New Hampshire,NH,ptegu,Electricity Generation,VOC,38.81,28.59,69.03,65.28
New Jersey,NJ,ptegu,Electricity Generation,VOC,137.54,139.03,358.84,307.26
New Mexico,NM,ptegu,Electricity Generation,VOC,199.63,149.68,67.89,115.8
New York,NY,ptegu,Electricity Generation,VOC,952.46,829.92,1649.01,1472.48
North Carolina,NC,ptegu,Electricity Generation,VOC,775.72,734.45,556.38,533.77
North Dakota,ND,ptegu,Electricity Generation,VOC,644.21,599.83,450.19,446.48
Ohio,OH,ptegu,Electricity Generation,VOC,739.02,810.69,627.41,563.36
Oklahoma,OK,ptegu,Electricity Generation,VOC,527.96,582.78,113.97,59.8
Oregon,OR,ptegu,Electricity Generation,VOC,316.89,337.57,105.71,11.21
Pennsylvania,PA,ptegu,Electricity Generation,VOC,523.64,618.75,936.91,776.96
Puerto Rico,PR,ptegu,Electricity Generation,VOC,249.55,249.55,249.55,249.55
Rhode Island,RI,ptegu,Electricity Generation,VOC,24.41,28.09,118.07,110.57
South Carolina,SC,ptegu,Electricity Generation,VOC,484.55,526.42,842.72,826.8
South Dakota,SD,ptegu,Electricity Generation,VOC,80.59,84.24,12.71,6.2
Tennessee,TN,ptegu,Electricity Generation,VOC,398.52,403.96,257.43,181.61
Texas,TX,ptegu,Electricity Generation,VOC,2829.6,4036.5,939.69,547.68
Tribal Data,TRIBAL ,ptegu,Electricity Generation,VOC,186.88,178.44,5.62,5.41
Utah,UT,ptegu,Electricity Generation,VOC,359.33,242.76,382.19,357.81
Vermont,VT,ptegu,Electricity Generation,VOC,38.01,26.16,17.31,16.05
Virginia,VA,ptegu,Electricity Generation,VOC,625.31,554.48,397.35,268.01
Washington,WA,ptegu,Electricity Generation,VOC,285.09,232.76,689.78,674.39
West Virginia,WV,ptegu,Electricity Generation,VOC,620.17,543.25,481.19,477.59
Wisconsin,WI,ptegu,Electricity Generation,VOC,475.43,365.36,441.04,331.94
Wyoming,WY,ptegu,Electricity Generation,VOC,561.16,587.73,511.75,482.92
Alabama,AL,ptfire-rx,Prescribed Fires,VOC,90139.66,90139.66,90139.66,90139.66
Alaska,AK,ptfire-rx,Prescribed Fires,VOC,168625.55,168625.55,168625.55,168625.55
Arizona,AZ,ptfire-rx,Prescribed Fires,VOC,5518.97,5518.97,5518.97,5518.97
Arkansas,AR,ptfire-rx,Prescribed Fires,VOC,140216.22,140216.22,140216.22,140216.22
California,CA,ptfire-rx,Prescribed Fires,VOC,18605.1,18605.1,18605.1,18605.1
Colorado,CO,ptfire-rx,Prescribed Fires,VOC,9751.68,9751.68,9751.68,9751.68
Connecticut,CT,ptfire-rx,Prescribed Fires,VOC,154.14,154.14,154.14,154.14
Delaware,DE,ptfire-rx,Prescribed Fires,VOC,592.12,592.12,592.12,592.12
Florida,FL,ptfire-rx,Prescribed Fires,VOC,140192.16,140192.16,140192.16,140192.16
Georgia,GA,ptfire-rx,Prescribed Fires,VOC,132236.4,132236.4,132236.4,132236.4
